index,gw1,gw2,gw3,s1,s2,s3,sv1,sv2,svalt1,svalt2
804,0.08303,0.14907,0.02534,17.0084,299.45989,13.13155,4.13346,116.43013,1.95481,1.92205
805,0.14533,0.07483,0.02034,8.89126,70.73423,2.52489,14.30306,299.30616,0.77776,1.23719
806,0.14549,0.03115,0.17526,15.90482,114.10421,10.24254,0.41502,78.15392,0.60276,1.12803
807,0.12425,0.10012,0.08079,12.85748,224.35979,12.19222,9.42411,86.9825,1.7427,1.34147
808,0.14195,0.12967,0.17066,4.95751,280.66463,9.5874,17.91272,189.73298,0.70866,0.65778
809,0.16079,0.06606,0.06105,11.65848,139.30858,0.63889,14.74327,42.41361,1.07985,1.24358
810,0.17976,0.11483,0.07668,3.83522,76.5471,6.94035,9.8685,205.44836,1.58085,1.97735
811,0.02565,0.1043,0.19618,13.60571,17.71757,17.72529,11.11061,165.6416,1.49753,0.65771
812,0.10211,0.15193,0.11614,19.86037,2.4137,6.80615,9.91626,7.78912,1.09752,0.71279
813,0.039,0.05605,0.1341,1.83984,41.5471,18.5917,15.69969,233.59147,1.46046,1.83789
814,0.08621,0.17385,0.19211,12.52648,294.46304,13.00592,2.78499,245.01317,1.17972,0.72846
815,0.06702,0.07296,0.00349,19.05689,240.40017,13.7315,7.83677,192.14166,0.66546,1.32289
816,0.06817,0.10803,0.09996,4.18029,131.98018,10.91807,12.39618,206.10854,1.13869,1.72524
817,0.03454,0.18296,0.06351,16.85734,189.88745,5.89167,6.1523,74.20385,1.18422,0.77342
818,0.02278,0.00168,0.03396,9.02285,174.8273,18.98603,19.79891,88.0819,1.16731,1.27257
819,0.11586,0.02239,0.00326,15.21758,172.05909,19.29611,19.58294,278.71758,1.0105,0.68013
820,0.03427,0.13464,0.05162,11.67899,41.2259,8.12145,4.84394,209.4171,1.84389,0.79381
821,0.13821,0.05801,0.03286,14.89452,276.29146,8.02547,14.69622,116.96323,1.88044,1.9329
822,0.00708,0.1828,0.07467,10.30582,248.56403,3.25269,10.58718,179.13651,1.35714,1.6041
823,0.1345,0.04013,0.17496,10.31582,232.35993,4.6781,15.57053,8.91205,1.06521,0.62059
824,0.02571,0.19596,0.06407,2.39022,149.10921,19.60526,4.81022,271.20886,1.96958,1.20942
825,0.06627,0.01971,0.12428,0.26613,20.8829,18.50026,15.2199,69.80175,0.87767,1.91756
826,0.1899,0.169,0.08218,1.55001,272.87128,2.33973,16.33502,32.62294,1.27759,1.32607
827,0.19895,0.02695,0.01003,13.35256,208.28319,9.97107,18.28927,41.2033,1.4436,1.59318
828,0.16291,0.0064,0.09587,5.8727,52.41513,6.8285,8.57341,183.70457,1.78972,0.91771
829,0.03143,0.10348,0.05641,11.79924,208.3454,10.28765,9.00832,46.76327,0.89526,1.98191
830,0.03293,0.09997,0.06196,0.41624,220.58205,12.48571,8.38382,20.63747,0.68972,1.29036
831,0.09911,0.12643,0.01202,6.78593,282.48268,17.66924,17.80971,68.53635,1.86203,1.50016
832,0.10651,0.02485,0.19698,6.50133,226.52894,8.66832,19.01078,124.70501,1.49147,0.89315
833,0.0478,0.07456,0.03813,19.97469,232.84565,6.87167,2.43936,212.99844,1.03518,1.395
834,0.00623,0.01386,0.08278,4.27547,70.08443,10.80382,7.17118,157.75584,1.62738,1.57538
835,0.11824,0.11985,0.18029,10.83138,23.86727,13.17753,2.46402,224.41815,1.40343,1.75941
836,0.17778,0.03382,0.11718,16.48409,271.88691,9.52992,13.42768,82.31663,0.51339,1.25015
837,0.07584,0.16553,0.03565,12.08406,13.88168,1.48967,7.1337,74.26773,1.68522,0.74559
838,0.11236,0.09834,0.12426,6.35662,162.73788,7.35376,12.49487,94.14077,0.6227,1.45103
839,0.19987,0.05329,0.11692,13.25825,224.53687,11.4228,8.12624,278.30716,1.70154,1.80389
840,0.05015,0.1477,0.15953,8.42701,280.28859,0.47736,17.13092,101.18011,1.68756,1.1021
841,0.15028,0.16815,0.0571,14.15484,188.40038,7.29969,8.22363,61.11029,1.26382,1.61223
842,0.15045,0.184,0.19924,0.55296,203.319,11.22034,12.91286,206.33662,1.15007,0.82881
843,0.05468,0.06474,0.0274,2.00048,84.92329,5.40602,3.49265,209.46106,1.85279,1.2344
844,0.11674,0.00237,0.12205,2.16944,266.97612,3.37603,10.21366,278.74476,1.1251,1.32729
845,0.04838,0.06259,0.01099,3.42486,168.22716,14.92103,8.94181,4.80048,0.85289,0.72576
846,0.08984,0.18135,0.18425,2.96804,289.59668,9.64672,18.07696,101.09325,1.58784,0.6521
847,0.04394,0.07922,0.02936,3.73262,92.94741,15.35517,19.10278,94.09966,1.89729,0.74877
848,0.11578,0.09711,0.03416,11.04266,249.68602,8.73194,7.29538,51.42057,1.119,0.59116
849,0.14923,0.18544,0.09804,14.91447,128.19617,13.58383,15.36082,169.96734,1.19837,1.65186
850,0.13577,0.01033,0.05433,10.48796,104.74015,6.13112,14.80212,286.67034,0.97238,0.66387
851,0.08182,0.08905,0.14345,18.76401,178.31518,0.88108,9.86252,201.04975,0.55599,1.5745
852,0.07981,0.16946,0.04414,11.78849,157.06537,16.83245,2.47131,225.60717,1.91195,0.80704
853,0.13579,0.19089,0.15104,17.79682,151.07493,13.6644,11.53329,157.29373,0.60373,0.84327
854,0.16937,0.16881,0.11597,10.50907,142.41824,11.86988,9.43508,179.50528,0.54493,1.97939
855,0.16083,0.13034,0.04441,3.3604,1.62308,18.66104,1.57447,250.60785,1.41011,1.42527
856,0.01928,0.07534,0.05936,5.93657,84.42338,9.25884,2.69642,276.60203,1.62037,1.89878
857,0.09223,0.05334,0.08176,15.24135,25.17122,18.15778,3.64538,127.74783,1.59132,1.21153
858,0.18121,0.1245,0.00332,3.95462,186.61316,12.97487,0.46461,214.99205,0.94816,0.77532
859,0.19105,0.15101,0.14319,19.72667,81.70027,10.20113,7.84525,193.85998,1.95349,1.58767
860,0.1634,0.0685,0.12243,8.26562,258.30347,0.73747,2.02854,286.18023,1.76722,1.50787
861,0.072,0.1559,0.0033,2.18697,54.68415,1.9695,19.64857,275.20837,1.77455,0.7538
862,0.07533,0.07441,0.09418,18.93109,196.45396,5.98331,17.79712,14.24562,0.74419,1.35768
863,0.08044,0.12501,0.0026,2.14062,5.58724,7.52872,18.03944,243.85318,1.68801,0.66866
864,0.08846,0.04093,0.13905,6.78679,149.4359,7.06443,10.19833,54.46868,1.6716,0.72796
865,0.01939,0.19481,0.07341,3.59644,269.07282,15.98391,11.27112,44.44658,1.5045,1.39022
866,0.012,0.18908,0.15029,12.55203,238.59878,15.64211,16.99682,9.82001,1.79346,1.521
867,0.00501,0.11615,0.14554,13.25385,281.6648,2.03913,16.22446,175.78401,1.36103,1.58179
868,0.14504,0.18713,0.05303,7.63475,71.43376,10.39949,19.3043,17.32013,1.17068,1.60523
869,0.00411,0.13021,0.18537,2.97542,264.5546,17.88092,9.50405,266.03294,1.70909,1.40518
870,0.15983,0.06353,0.03541,17.42455,240.23762,12.67943,4.90984,78.81233,1.98694,1.67533
871,0.06678,0.11904,0.03643,15.68089,262.52546,7.04264,8.04597,4.39189,1.41366,1.39903
872,0.07341,0.06882,0.10843,8.83261,59.01939,12.50583,15.57185,94.50461,0.79696,1.40633
873,0.12985,0.12154,0.16493,13.48457,242.35736,10.51909,9.46819,103.73376,1.97107,0.75756
874,0.1571,0.00205,0.1203,7.56649,95.41329,1.01067,2.86257,169.05021,1.5778,1.03825
875,0.08867,0.06763,0.16441,12.46203,62.6487,15.79544,5.64636,32.7387,1.0392,1.36114
876,0.1297,0.02952,0.07726,1.97551,131.00387,14.09541,2.76711,243.3271,0.6951,1.94025
877,0.09884,0.07765,0.08451,12.24556,23.04713,18.79228,19.18466,26.91092,0.69759,1.70523
878,0.04216,0.0308,0.00123,17.74836,43.28462,11.6925,1.62016,109.01645,1.23217,0.92636
879,0.18431,0.12707,0.00511,18.41351,215.31001,19.11787,1.71232,159.17261,0.50901,0.59304
880,0.00207,0.00253,0.09449,4.9866,24.81928,2.39603,16.89177,253.97751,0.97761,1.70747
881,0.14158,0.11956,0.16894,11.65811,132.64984,0.5327,0.08447,56.92777,1.49721,1.83207
882,0.10088,0.0856,0.08115,11.8192,55.27208,10.21246,0.65208,111.87833,0.66838,0.91059
883,0.12488,0.14311,0.13607,5.57808,225.80951,13.09757,13.88463,37.70419,1.72567,1.72725
884,0.03436,0.10336,0.18723,9.21552,281.78992,14.57545,9.10441,185.40058,1.90415,0.74509
885,0.15726,0.1713,0.06214,18.86854,232.68875,16.63429,16.96222,232.54778,1.17608,0.93794
886,0.08296,0.02136,0.13005,15.51028,65.40137,15.58453,3.97185,161.17842,0.61765,0.56462
887,0.05203,0.11524,0.12557,0.5949,243.23981,5.28251,16.3338,19.76792,1.01747,1.8795
888,0.15533,0.0728,0.15076,17.63001,83.78754,13.28195,6.87474,186.52475,1.95015,1.37844
889,0.14862,0.079,0.07007,17.73295,274.41436,8.74909,12.29443,274.06821,1.82193,1.52566
890,0.07654,0.07281,0.13503,10.52291,75.38926,12.23009,4.8138,119.93417,0.53875,1.3453
891,0.02655,0.08973,0.14242,9.61266,53.12545,15.01265,1.45646,255.50146,0.79961,0.84113
892,0.11397,0.18252,0.07632,9.70892,69.38209,16.45212,13.62696,9.44503,1.4449,1.1165
893,0.0182,0.17517,0.13068,13.68199,135.74759,13.52684,6.3133,102.32969,1.24281,0.84896
894,0.04819,0.03055,0.04396,16.42724,103.99952,3.48177,6.03349,213.20847,1.43026,1.35052
895,0.00782,0.1995,0.04955,2.38401,275.40517,18.03279,3.03756,122.68589,0.77686,1.52488
896,0.1497,0.1366,0.14697,16.59488,266.04209,10.70054,6.08498,107.06498,1.97962,1.73416
897,0.06236,0.11269,0.08583,3.351,11.41528,7.27875,3.95135,259.7318,1.30982,1.92977
898,0.12051,0.01412,0.19811,11.31474,176.90547,2.8585,13.88577,250.18827,1.3395,0.94222
899,0.08917,0.19269,0.02252,4.37558,187.9096,17.17397,8.00908,56.77367,1.6655,1.17257
900,0.14498,0.04039,0.15927,14.85282,115.34821,15.46915,1.12482,182.77749,1.74737,0.67445
901,0.06698,0.18014,0.15052,14.22624,248.83847,14.46672,15.74688,198.45804,0.86354,0.60269
902,0.09359,0.15196,0.14876,9.79259,234.01185,10.93213,2.9381,168.56153,0.71914,1.82984
903,0.04877,0.06092,0.01975,1.99179,76.26556,19.51816,17.9462,219.53155,0.79473,1.79237
904,0.12247,0.12692,0.08194,10.41908,155.75628,4.75603,7.29189,245.16469,0.96266,1.03549
905,0.13468,0.11496,0.14574,1.01569,28.67108,15.30426,6.31492,156.7016,1.36799,1.89937
906,0.16572,0.18242,0.0092,14.69109,213.80759,15.15599,9.63983,108.20175,0.82143,1.31927
907,0.08801,0.12738,0.1839,17.61718,172.98016,5.36621,5.3372,153.10552,1.09573,0.62796
908,0.19468,0.19294,0.025,14.84658,281.44942,9.44611,16.7233,120.13228,1.41283,0.56752
909,0.16991,0.05298,0.02902,10.05413,275.42971,7.59282,14.21645,289.10881,0.5935,1.63843
910,0.02215,0.16803,0.01326,9.47489,263.96559,15.52619,7.81851,282.2725,0.72638,1.64482
911,0.06097,0.02762,0.17597,10.65242,232.23094,3.34389,13.95467,218.35684,1.91687,1.10563
912,0.15507,0.00855,0.02402,8.94718,128.24063,17.98651,16.4479,43.95133,0.79772,1.30658
913,0.07933,0.08114,0.15841,14.61644,119.25148,3.48976,15.16973,71.46287,0.78141,1.96847
914,0.07477,0.10993,0.13003,16.84518,92.14264,7.89492,6.53403,180.23145,1.52526,1.95402
915,0.04153,0.0717,0.13039,4.69086,182.76294,16.70922,10.82272,178.64763,1.68614,1.80782
916,0.04952,0.12725,0.02729,1.45529,83.14671,11.64078,15.67584,114.48534,1.53002,1.37925
917,0.06218,0.05342,0.10661,11.50911,72.80379,19.82851,9.89091,86.57639,0.97056,1.12632
918,0.09074,0.17797,0.07125,1.07965,170.29364,15.53511,8.39228,21.89098,1.45365,0.78817
919,0.1518,0.04394,0.05804,2.73097,198.29992,16.44883,13.66355,210.53463,1.0904,1.01437
920,0.06306,0.1611,0.10165,4.03011,275.1896,2.61918,8.41197,229.53339,1.53302,0.89274
921,0.01656,0.12066,0.0466,10.72341,231.47658,7.73069,17.22453,146.69242,1.77099,1.91094
922,0.13031,0.03084,0.16067,8.22698,95.2726,16.88199,8.89903,81.38245,1.81473,1.96053
923,0.11847,0.19252,0.06952,10.51571,182.54192,0.52564,6.40301,102.06702,1.70394,1.06585
924,0.17938,0.03807,0.0136,1.90372,215.76611,4.4873,12.06673,110.77827,1.00068,1.19356
925,0.14998,0.12691,0.18138,4.78626,277.40574,1.75486,15.12187,43.53826,1.92228,1.43833
926,0.04463,0.09491,0.087,11.07876,242.69574,4.37833,0.92515,164.11828,1.09295,1.75615
927,0.19474,0.05665,0.02202,16.89089,121.20992,16.10336,13.31603,51.39636,0.87412,0.88699
928,0.10974,0.05831,0.09606,11.45512,26.58657,18.31339,8.30965,229.64913,1.3039,0.61753
929,0.07945,0.07217,0.19671,3.99886,164.24552,14.56628,10.90242,232.49911,1.56492,1.31057
930,0.17055,0.15417,0.17813,14.96477,71.17333,14.32685,19.26284,138.64678,1.04292,1.9564
931,0.18478,0.07114,0.0803,9.85465,47.39286,7.90881,2.37203,59.26997,1.14766,0.6846
932,0.12271,0.0395,0.04427,3.48479,119.78026,14.1041,12.59409,247.58695,0.66914,0.50503
933,0.06081,0.03096,0.18035,0.32406,232.05005,14.65734,4.32828,240.78266,1.67093,0.54742
934,0.06821,0.11712,0.12509,18.4763,84.7647,6.96273,11.86212,241.87191,1.25522,1.21952
935,0.04729,0.09969,0.13719,17.62526,282.32786,15.5993,14.84649,238.8124,0.59036,1.65746
936,0.04008,0.14584,0.18622,16.84753,187.82215,9.54174,16.16553,162.38258,0.99463,1.10685
937,0.12494,0.09009,0.1293,19.50804,201.71085,7.80474,14.84594,151.4601,1.06669,0.61194
938,0.11429,0.15361,0.07607,13.0001,282.07743,17.22654,0.51741,221.86855,1.23142,0.79849
939,0.17704,0.18032,0.09564,13.05296,229.29502,10.02823,9.84371,159.13804,0.85126,1.71891
940,0.08795,0.18072,0.18664,17.09458,45.58974,0.28498,6.67501,62.13347,1.83865,1.48904
941,0.07766,0.08341,0.02037,19.61233,87.20397,7.10803,7.94392,223.44482,0.8127,0.7032
942,0.05635,0.08529,0.11495,6.70192,187.12058,8.01177,13.48779,263.92342,0.56551,1.81098
943,0.08034,0.14558,0.03786,13.73245,52.10938,15.17351,4.80099,13.79722,0.76511,1.49686
944,0.14853,0.17022,0.18701,13.37037,129.40962,5.37102,5.18444,218.20938,1.8175,0.88765
945,0.1194,0.13591,0.14352,13.82277,205.96922,12.08698,15.56716,43.59136,0.94323,0.76787
946,0.15605,0.19867,0.15728,16.32123,118.24214,16.74099,8.92232,93.86306,1.77782,1.84949
947,0.04794,0.14545,0.09942,6.44431,140.36738,19.57957,8.84278,271.70365,1.10342,1.621
948,0.14354,0.07893,0.19388,17.56714,25.70286,9.24283,12.23809,102.1348,1.93267,0.96445
949,0.1888,0.06188,0.00784,3.26563,68.23916,0.14413,5.37662,13.70422,0.52233,1.04795
950,0.01628,0.18059,0.01571,17.44227,15.46902,4.99305,3.95923,6.1121,1.99538,0.88566
951,0.04399,0.17915,0.19527,2.38688,120.55088,11.75076,13.25548,158.91664,1.72793,1.19906
952,0.19594,0.12806,0.14439,10.9178,138.14824,5.70475,15.20638,186.05023,1.93973,1.614
953,0.07391,0.1037,0.09167,19.51216,167.83298,8.93908,9.72541,36.60041,1.72435,1.74503
954,0.06432,0.02855,0.10931,12.85908,74.08374,4.81575,14.95545,224.62817,1.94316,1.65428
955,0.09692,0.01526,0.08046,6.20821,55.43968,12.37404,9.80563,137.07844,0.53566,1.71055
956,0.17349,0.04815,0.02379,11.52176,56.74859,14.04838,8.20545,59.22112,1.76504,0.54758
957,0.11465,0.09845,0.11899,9.73789,214.81876,2.40661,7.84214,208.93186,1.28848,1.89919
958,0.04973,0.12773,0.02602,1.41288,107.05537,8.69035,7.48076,130.115,1.65221,1.65686
959,0.17485,0.14456,0.14814,9.31472,273.37919,14.40814,5.28113,95.35952,0.66243,1.36481
960,0.17827,0.14589,0.09011,8.78549,248.43698,1.66939,12.87745,171.44844,0.70011,1.39288
961,0.09383,0.05821,0.1619,16.67792,243.25547,18.511,17.72366,258.82089,1.29794,1.84099
962,0.11135,0.18374,0.1166,13.84835,222.91086,3.33119,1.96455,70.9696,1.0601,0.91609
963,0.04054,0.00483,0.16887,4.86878,9.5753,11.99768,9.40432,22.55953,1.76624,1.4521
964,0.11326,0.04685,0.02551,13.71199,159.93594,11.35947,1.19095,179.06441,0.9783,0.89202
965,0.17293,0.09319,0.1081,11.78227,121.90968,16.66498,8.99199,112.93092,1.68119,1.98572
966,0.13795,0.15218,0.05828,5.82992,141.55094,7.47183,9.53856,271.45512,1.5311,1.39122
967,0.07047,0.15974,0.1636,5.61288,187.31292,2.50318,2.66354,240.64793,1.21042,0.70777
968,0.17986,0.15137,0.06213,2.681,245.63586,16.44855,9.75369,246.66216,1.126,1.70331
969,0.12834,0.07973,0.12122,5.94051,70.8436,6.52321,7.90214,149.55004,0.5527,1.40096
970,0.08336,0.0035,0.01713,4.40469,257.18707,8.77302,11.18981,79.77408,1.29094,1.18315
971,0.0584,0.11473,0.19913,17.87143,236.65912,11.30987,5.56652,31.80081,1.49388,1.36222
972,0.15842,0.10468,0.19615,2.67906,137.75202,0.74642,19.58036,91.01458,1.44864,0.73266
973,0.0372,0.02737,0.04771,16.26404,251.22179,8.88701,3.32247,183.0094,0.60614,1.95901
974,0.17162,0.04758,0.06263,10.74105,271.16296,18.20319,14.92355,66.85525,1.57458,0.98099
975,0.14678,0.05321,0.00776,10.30932,187.46677,7.78108,13.40944,124.90182,1.85095,1.30824
976,0.05997,0.05737,0.06234,12.93668,31.91103,0.66245,12.04829,57.24664,1.66955,0.57884
977,0.09569,0.00846,0.11463,19.38261,64.32795,2.50079,14.37477,102.9308,1.99771,1.18673
978,0.17622,0.0458,0.12632,1.50076,81.89481,4.95948,2.81613,185.93456,1.8202,1.68407
979,0.18173,0.12456,0.071,19.67441,297.49919,3.93986,5.73054,19.23945,1.25123,0.50435
980,0.08096,0.11113,0.19628,6.03673,193.21049,19.86485,5.15265,256.62541,1.71166,0.89887
981,0.05891,0.01242,0.03488,19.26543,121.58276,18.73462,4.20688,115.90341,1.37539,1.46116
982,0.18238,0.04811,0.15081,7.54799,262.06241,10.31263,6.31521,163.50267,1.92159,1.95477
983,0.0534,0.16802,0.02678,17.07195,2.00686,0.97537,19.62769,246.44178,1.23608,1.99491
984,0.14461,0.01684,0.07718,11.37025,63.80326,10.49741,7.49036,97.30066,1.18137,1.34023
985,0.00497,0.18724,0.16897,1.45748,174.97313,2.29593,8.50612,206.16231,1.43773,0.89304
986,0.08699,0.12587,0.10978,1.72346,81.05823,2.51014,13.66677,6.74542,0.90301,1.56519
987,0.0097,0.12563,0.13705,1.90946,113.67885,8.30006,0.08619,220.65271,1.20139,1.3462
988,0.09416,0.0023,0.12464,7.33349,217.24458,12.42383,14.96123,28.94923,0.97326,0.63885
989,0.09136,0.02728,0.14308,14.72116,111.25216,9.34346,13.56987,41.68468,1.37906,0.61255
990,0.13011,0.06586,0.18253,16.39658,270.76435,14.8905,7.69681,184.92643,1.50189,1.93473
991,0.00515,0.02686,0.04661,1.1251,62.98821,5.01795,8.62969,234.25239,0.97344,1.6798
992,0.0586,0.01984,0.14795,1.76241,214.32196,2.11322,13.10844,273.67551,1.39281,0.77129
993,0.11509,0.08616,0.16588,4.83117,92.25469,18.10126,3.57254,120.92462,1.59652,1.06094
994,0.00453,0.17204,0.07277,3.50976,272.74749,1.25892,2.67906,214.50937,1.91262,0.70233
995,0.13916,0.10346,0.06304,17.97413,1.61747,19.9041,18.06347,153.5503,1.1982,1.3268
996,0.13697,0.03717,0.07857,5.37278,70.39272,9.14294,5.81219,287.34523,1.0372,0.52989
997,0.12622,0.1147,0.19121,19.65976,3.73292,2.70659,15.90653,228.82574,1.85317,1.63581
998,0.12698,0.15979,0.03499,9.47979,77.4035,8.12968,5.92404,87.15142,1.76016,1.57935
999,0.11292,0.12719,0.12909,0.18873,28.53841,4.80555,16.58759,132.92463,1.26155,1.37037
